Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;Reform chance;Green chance;NAT chance;MIN chance;OTH chance
Birmingham Yardley;Jess Phillips;7;Birmingham;73203;3333;11150;2369;10650;3778;0;6372;0;0.060;0.364;0.013;0.438;0.061;0.000;0.062;0.001
Bishop Auckland;Unknown (Reform gain from LAB);3;Durham;70745;8836;12427;2070;16298;2295;0;3166;0;0.067;0.251;0.000;0.682;0.000;0.000;0.000;0.000
Blackburn;Unknown (LAB gain from MIN);4;Lancashire;73259;3231;10506;1075;6253;4890;0;8242;0;0.029;0.513;0.001;0.132;0.059;0.000;0.261;0.004
Blackley and Middleton South;Graham Stringer;4;Central Manchester;72097;3150;12355;1267;7955;6446;0;4517;0;0.004;0.837;0.000;0.111;0.044;0.000;0.003;0.000
Blackpool North and Fleetwood;Unknown (Reform gain from LAB);4;Lancashire;73339;9526;11262;2001;13946;2943;0;3973;0;0.101;0.310;0.000;0.587;0.001;0.000;0.000;0.000
Blackpool South;Chris Webb;4;Lancashire;77459;1996;17294;356;16222;1189;0;5005;0;0.002;0.580;0.000;0.417;0.000;0.000;0.000;0.000
Blaydon and Consett;Liz Twist;3;Durham;70487;2300;21313;579;16609;1439;0;3916;0;0.002;0.721;0.000;0.276;0.000;0.000;0.000;0.000
Blyth and Ashington;Unknown (Reform gain from LAB);3;Northumberland;76263;2852;19266;578;19821;1242;0;3138;0;0.012;0.472;0.000;0.515;0.000;0.000;0.000;0.000
Bognor Regis and Littlehampton;Ali Griffiths;12;West Sussex;77565;17140;6927;4060;15664;3272;0;4008;0;0.492;0.072;0.011;0.422;0.003;0.000;0.000;0.000
Bolsover;Unknown (Reform gain from LAB);8;Derbyshire;77207;2806;17555;421;18760;1190;0;5659;0;0.022;0.439;0.000;0.538;0.000;0.000;0.000;0.000
Bolton North East;Kirith Entwistle;4;Western Manchester;80011;3211;18893;517;18718;1502;0;4156;0;0.060;0.478;0.000;0.458;0.003;0.000;0.000;0.000
Bolton South and Walkden;Yasmin Qureshi;4;Western Manchester;79622;1492;18163;303;12735;1828;0;4844;0;0.012;0.684;0.000;0.261;0.039;0.000;0.002;0.001
Bolton West;Unknown (Reform gain from LAB);4;Western Manchester;74933;10549;12246;2423;13057;4241;0;3740;0;0.165;0.404;0.000;0.428;0.002;0.000;0.000;0.000
Bootle;Peter Dowd;4;Merseyside;73037;2634;19978;1474;7688;6306;0;4122;0;0.000;0.985;0.000;0.012;0.002;0.000;0.000;0.000
Boston and Skegness;Richard Tice;8;Lincolnshire;75811;15055;3739;842;19363;890;0;6409;0;0.207;0.011;0.000;0.780;0.000;0.000;0.002;0.000
Bournemouth East;Tom Hayes;10;Dorset;72354;9718;12277;4131;11767;4873;0;3142;0;0.183;0.431;0.009;0.366;0.010;0.000;0.000;0.000
Bournemouth West;Unknown (Reform gain from LAB);10;Dorset;70259;9565;8981;4870;12311;4408;0;2917;0;0.269;0.206;0.017;0.499;0.008;0.000;0.000;0.000
Bracknell;Unknown (Reform gain from LAB);12;Berkshire;71656;11634;10678;4572;12388;4718;0;4529;0;0.377;0.239;0.011;0.363;0.009;0.000;0.000;0.000
Bradford East;Imran Hussain;5;West Yorkshire;75167;3110;14530;1075;9068;4901;0;3471;0;0.040;0.701;0.002;0.171;0.079;0.000;0.001;0.004
Bradford South;Judith Cummins;5;West Yorkshire;71002;1452;15846;241;12104;1642;0;4197;0;0.018;0.629;0.000;0.309;0.043;0.000;0.000;0.000
Bradford West;Naz Shah;5;West Yorkshire;77897;2840;11171;826;5335;8869;0;4684;0;0.021;0.494;0.000;0.066;0.405;0.000;0.007;0.005
Braintree;James Cleverly;9;Essex;77781;21492;5254;1764;17207;3034;0;3614;0;0.533;0.061;0.001;0.404;0.001;0.000;0.000;0.000
Brent East;Dawn Butler;11;Brent;77257;4455;13344;2515;5747;11189;0;2732;0;0.013;0.589;0.001;0.025;0.371;0.000;0.000;0.000
Brent West;Barry Gardiner;11;Brent;79937;10809;11584;2798;6533;7930;0;3324;0;0.368;0.435;0.003;0.061;0.132;0.000;0.000;0.000
Brentford and Isleworth;Ruth Cadbury;11;Hounslow;79283;7968;14822;3612;8326;8471;0;4037;0;0.079;0.726;0.003;0.079;0.110;0.000;0.001;0.001
Brentwood and Ongar;Alex Burghart;9;Essex;75352;22460;4313;2746;16985;2318;0;3365;0;0.692;0.013;0.002;0.291;0.001;0.000;0.000;0.000
Bridgwater;Ashley Fox;10;Somerset;71571;17101;5090;3895;14137;2744;0;3268;0;0.496;0.051;0.033;0.418;0.002;0.000;0.000;0.000
Bridlington and the Wolds;Charlie Dewhirst;5;Humber area;72931;16878;6763;1834;15989;1919;0;3546;0;0.459;0.075;0.000;0.465;0.000;0.000;0.000;0.000
Brigg and Immingham;Martin Vickers;5;Humber area;74297;20443;5018;1002;16344;1893;0;2889;0;0.625;0.037;0.000;0.338;0.000;0.000;0.000;0.000
Brighton Kemptown and Peacehaven;Chris Ward;12;East Sussex;68784;5964;13976;3683;6889;9992;0;2811;0;0.044;0.672;0.008;0.061;0.215;0.000;0.000;0.000
Brighton Pavilion;Siân Berry;12;East Sussex;74786;3965;14205;3335;4358;24710;0;1828;0;0.000;0.073;0.000;0.000;0.927;0.000;0.000;0.000
Bristol Central;Carla Denyer;10;Bristol area;62735;2139;15014;2281;2664;21814;0;921;0;0.000;0.149;0.000;0.000;0.851;0.000;0.000;0.000
Bristol East;Kerry McCarthy;10;Bristol area;75917;5077;17773;3001;7189;14069;0;1618;0;0.007;0.690;0.003;0.017;0.283;0.000;0.000;0.000
Bristol North East;Damien Egan;10;Bristol area;70076;4671;14758;2302;8908;10587;0;2975;0;0.013;0.673;0.002;0.099;0.212;0.000;0.000;0.000
Bristol North West;Darren Jones;10;Bristol area;74869;6699;17790;4607;9166;11295;0;2531;0;0.021;0.779;0.004;0.056;0.139;0.000;0.000;0.000
Bristol South;Karin Smyth;10;Bristol area;75533;4609;14563;2967;10222;12159;0;3093;0;0.009;0.559;0.002;0.152;0.278;0.000;0.000;0.000
Broadland and Fakenham;Jerome Mayhew;9;Norfolk;76859;16339;9178;5370;14890;3874;0;3125;0;0.495;0.124;0.013;0.363;0.004;0.000;0.000;0.000
Bromley and Biggin Hill;Peter Fortune;11;Bromley;70713;14840;10411;5471;10982;5489;0;2763;0;0.628;0.182;0.008;0.167;0.013;0.000;0.000;0.000
Bromsgrove;Bradley Anthony Thomas;7;Hereford and Worcestershire;76468;16574;9320;6242;14165;3881;0;3525;0;0.548;0.134;0.021;0.291;0.006;0.000;0.000;0.000
Broxbourne;Lewis Christopher Cocking;9;Hertfordshire;75187;20812;4509;1868;14983;2923;0;2850;0;0.679;0.035;0.000;0.282;0.002;0.000;0.000;0.000
Broxtowe;Juliet Campbell;8;Nottinghamshire;71923;4483;20816;1014;19160;1492;0;3370;0;0.055;0.583;0.000;0.361;0.000;0.000;0.000;0.000
Buckingham and Bletchley;Unknown (CON gain from LAB);12;Buckinghamshire;74832;12619;11952;4683;12236;5174;0;3819;0;0.383;0.294;0.009;0.304;0.009;0.000;0.000;0.000
Buckinghamshire Mid;Greg Smith;12;Buckinghamshire;75415;17887;7844;10898;12431;4791;0;2235;0;0.722;0.027;0.115;0.133;0.002;0.000;0.000;0.000
Burnley;Unknown (Reform gain from LAB);4;Lancashire;74951;3327;15258;1562;16838;1190;0;4242;0;0.035;0.375;0.000;0.588;0.002;0.000;0.000;0.000
Burton and Uttoxeter;Unknown (Reform gain from LAB);7;Staffordshire;77994;11316;11568;2869;14907;4442;0;4719;0;0.239;0.210;0.000;0.546;0.004;0.000;0.000;0.000
Bury North;James Frith;4;Western Manchester;77703;9820;14092;2062;11208;4339;0;3896;0;0.145;0.586;0.000;0.265;0.003;0.000;0.000;0.000
Bury South;Christian Wakeford;4;Western Manchester;75339;3501;19649;667;15173;1825;0;4381;0;0.020;0.738;0.000;0.241;0.001;0.000;0.000;0.000
Bury St Edmunds and Stowmarket;Unknown (Reform gain from LAB);9;Suffolk;77599;11533;12672;4306;14874;5797;0;2886;0;0.201;0.309;0.003;0.479;0.008;0.000;0.000;0.000
Calder Valley;Josh Fenton-Glynn;5;West Yorkshire;77364;9896;18078;2488;13833;4207;0;3778;0;0.062;0.714;0.000;0.221;0.002;0.000;0.000;0.000
Camborne and Redruth;Unknown (Reform gain from LAB);10;Cornwall;74402;10569;12780;5383;16368;3940;0;2807;0;0.117;0.280;0.009;0.591;0.002;0.000;0.000;0.000
Cambridge;Daniel Zeichner;9;Cambridgeshire;70315;5188;16073;6008;4715;13234;0;1860;0;0.011;0.640;0.013;0.009;0.326;0.000;0.000;0.000
Cambridgeshire North East;Steve Barclay;9;Cambridgeshire;71511;19217;3423;1604;16593;1857;0;2761;0;0.635;0.002;0.001;0.361;0.000;0.000;0.000;0.000
Cambridgeshire North West;Unknown (Reform gain from LAB);9;Cambridgeshire;75915;13026;10612;3617;15898;3803;0;3637;0;0.341;0.120;0.000;0.537;0.001;0.000;0.000;0.000
Cambridgeshire South;Pippa Heylings;9;Cambridgeshire;77327;15660;2016;29218;5122;2212;0;2126;0;0.050;0.002;0.942;0.005;0.000;0.000;0.000;0.000
Cannock Chase;Unknown (Reform gain from LAB);7;Staffordshire;76974;9059;9799;2691;15799;3995;0;4542;0;0.091;0.163;0.000;0.743;0.001;0.000;0.001;0.000
Canterbury;Rosie Duffield;12;Kent;71171;5841;18244;2865;14116;4581;0;3623;0;0.063;0.664;0.004;0.249;0.020;0.000;0.000;0.000
Carlisle;Unknown (Reform gain from LAB);4;Cumbria;77863;8115;14127;2161;15869;2878;0;4698;0;0.093;0.382;0.000;0.523;0.001;0.000;0.000;0.000
Carshalton and Wallington;Bobby Dean;11;Sutton;74362;11203;6011;16566;9540;3719;0;2619;0;0.128;0.016;0.780;0.073;0.002;0.000;0.000;0.000
Castle Point;Unknown (Reform gain from CON);9;Essex;70967;16300;3674;935;18335;1799;0;3811;0;0.305;0.008;0.000;0.686;0.000;0.000;0.000;0.000
Chatham and Aylesford;Unknown (Reform gain from LAB);12;Kent;75109;10166;8969;3645;14495;4783;0;4047;0;0.245;0.117;0.006;0.627;0.005;0.000;0.000;0.000
Cheadle;Tom Morrison;4;Eastern Manchester;74383;10749;9112;15784;8834;3639;0;2728;0;0.130;0.091;0.697;0.079;0.002;0.000;0.000;0.000
Chelmsford;Marie Goldman;9;Essex;76972;13456;4391;19315;9218;3391;0;2781;0;0.135;0.002;0.805;0.057;0.000;0.000;0.000;0.000
Chelsea and Fulham;Unknown (CON gain from LAB);11;Hammersmith and Fulham;78468;16729;13112;4299;9088;7070;0;2386;0;0.625;0.291;0.002;0.059;0.022;0.000;0.000;0.000
Cheltenham;Max Wilkinson;10;Gloucestershire;76143;18596;929;26212;4256;1542;0;2164;0;0.188;0.000;0.802;0.008;0.001;0.000;0.000;0.000
Chesham and Amersham;Sarah Green;12;Buckinghamshire;74889;21608;1106;25297;5657;1268;0;2037;0;0.342;0.001;0.633;0.023;0.000;0.000;0.000;0.000
Cheshire Mid;Andrew Graham Cooper;4;Cheshire;70384;2967;19410;565;17066;976;0;4139;0;0.027;0.648;0.000;0.324;0.000;0.000;0.000;0.000
Chester North and Neston;Samantha Dixon;4;Cheshire;70215;8022;17659;2107;10046;5139;0;3752;0;0.020;0.884;0.000;0.093;0.003;0.000;0.000;0.000
Chester South and Eddisbury;Aphra Brandreth;4;Cheshire;74284;18189;13474;4182;12028;4199;0;2404;0;0.681;0.206;0.000;0.111;0.001;0.000;0.000;0.000
Chesterfield;Toby Perkins;8;Derbyshire;71654;2381;18979;557;15699;1116;0;5148;0;0.013;0.698;0.000;0.287;0.001;0.000;0.001;0.000
Chichester;Jessica Brown-Fuller;12;West Sussex;78374;11643;4948;20858;12793;2957;0;2694;0;0.060;0.001;0.843;0.096;0.000;0.000;0.000;0.000
Chingford and Woodford Green;Iain Duncan Smith;11;Waltham Forest;75178;14213;8938;2812;8465;5877;0;8772;0;0.678;0.127;0.002;0.105;0.035;0.000;0.053;0.000
Chippenham;Sarah Gibson;10;Wiltshire;73876;12172;4119;19909;9654;3568;0;2388;0;0.101;0.002;0.866;0.031;0.000;0.000;0.000;0.000
Chipping Barnet;Unknown (CON gain from LAB);11;Barnet;78038;14726;14596;3155;9912;7490;0;3169;0;0.410;0.476;0.002;0.085;0.027;0.000;0.000;0.000
Chorley;Lindsay Hoyle;4;Lancashire;74575;2196;21109;1151;6668;7163;0;3350;0;0.000;0.979;0.000;0.007;0.013;0.000;0.000;0.000
Christchurch;Christopher Chope;10;Dorset;71064;21822;4211;3380;16983;1904;0;2634;0;0.648;0.011;0.019;0.320;0.000;0.000;0.000;0.000
Cities of London and Westminster;Unknown (CON gain from LAB);11;City of Westminster;73369;13050;11604;5053;7410;6828;0;1953;0;0.518;0.356;0.007;0.062;0.056;0.000;0.000;0.000
Clacton;Nigel Farage;9;Essex;78703;15090;3090;1823;22169;1272;0;5363;0;0.129;0.002;0.000;0.868;0.000;0.000;0.000;0.000
Clapham and Brixton Hill;Bell Ribeiro-Addy;11;Lambeth;74435;4053;16287;4463;4169;14976;0;2162;0;0.001;0.597;0.000;0.001;0.399;0.000;0.000;0.000
Colchester;Pam Cox;9;Essex;78662;5524;18115;3148;16012;2914;0;4071;0;0.093;0.548;0.008;0.342;0.008;0.000;0.000;0.000
Colne Valley;Paul Davies;5;West Yorkshire;72638;10693;13373;2440;11344;5047;0;3727;0;0.190;0.527;0.000;0.276;0.006;0.000;0.000;0.000
Congleton;Sarah Alison Russell;4;Cheshire;74243;14481;15745;2767;14515;3146;0;3179;0;0.300;0.396;0.000;0.304;0.000;0.000;0.000;0.000
Corby and East Northamptonshire;Unknown (Reform gain from LAB);8;Northamptonshire;78787;12756;12639;3202;14083;4364;0;3250;0;0.276;0.288;0.000;0.433;0.002;0.000;0.000;0.000
Cornwall North;Ben Maguire;10;Cornwall;76832;11399;3632;20408;12410;2705;0;2941;0;0.061;0.000;0.840;0.098;0.000;0.000;0.000;0.000
Cornwall South East;Unknown (Reform gain from LAB);10;Cornwall;72728;11640;9567;8100;15492;3494;0;2810;0;0.281;0.100;0.048;0.570;0.001;0.000;0.000;0.000
Cotswolds North;Geoffrey Clifton-Brown;10;Gloucestershire;72513;14562;8006;11260;11782;4419;0;2603;0;0.518;0.042;0.214;0.223;0.002;0.000;0.000;0.000
Cotswolds South;Roz Savage;10;Gloucestershire;71971;19854;1017;25883;5601;941;0;2195;0;0.238;0.000;0.739;0.022;0.000;0.000;0.000;0.000
Coventry East;Mary Creagh;7;Coventry and Solihull;75801;4855;12542;1940;9132;7796;0;4419;0;0.023;0.698;0.000;0.179;0.098;0.000;0.001;0.000
Coventry North West;Taiwo Owatemi;7;Coventry and Solihull;75057;2793;20234;812;16739;1625;0;3624;0;0.036;0.659;0.001;0.301;0.002;0.000;0.000;0.000
Coventry South;Zarah Sultana;7;Coventry and Solihull;76262;8632;11477;3454;10705;6785;0;5391;0;0.222;0.357;0.007;0.319;0.081;0.000;0.009;0.003
Cramlington and Killingworth;Emma Foody;3;Newcastle area;76228;2918;23245;527;17677;1478;0;3824;0;0.020;0.731;0.000;0.247;0.001;0.000;0.000;0.000
Crawley;Unknown (Reform gain from LAB);12;West Sussex;75569;9034;10814;3311;11014;6357;0;4255;0;0.208;0.379;0.006;0.365;0.040;0.000;0.001;0.000
Crewe and Nantwich;Connor Naismith;4;Cheshire;78423;3309;21154;574;19271;1104;0;4959;0;0.032;0.604;0.000;0.364;0.000;0.000;0.000;0.000
Croydon East;Natasha Dawn Irons;11;Croydon;76660;10758;10902;4960;9849;6817;0;2422;0;0.282;0.400;0.011;0.254;0.052;0.000;0.000;0.000
Croydon South;Chris Philp;11;Croydon;74968;19262;11080;5440;8994;6320;0;1603;0;0.837;0.111;0.005;0.036;0.010;0.000;0.000;0.000
Croydon West;Sarah Jones;11;Croydon;77942;5231;14224;3007;5792;10622;0;2635;0;0.012;0.714;0.002;0.022;0.250;0.000;0.000;0.000
Dagenham and Rainham;Margaret Mullane;11;Barking and Dagenham;76478;2260;17940;527;15937;2207;0;4231;0;0.016;0.507;0.000;0.428;0.048;0.000;0.000;0.000
Darlington;Lola McEvoy;3;Durham;70763;10733;12764;1788;11926;3673;0;4137;0;0.208;0.455;0.000;0.336;0.000;0.000;0.000;0.000
Dartford;Unknown (CON gain from LAB);12;Kent;75426;16298;8462;2768;14900;4164;0;3430;0;0.486;0.109;0.003;0.397;0.004;0.000;0.000;0.000
Daventry;Stuart Andrew;8;Northamptonshire;80879;18507;9370;4633;14546;4244;0;3577;0;0.631;0.108;0.001;0.257;0.002;0.000;0.000;0.000
Derby North;Catherine Atkinson;8;Derbyshire;71900;6423;16232;1503;13243;3590;0;4101;0;0.061;0.672;0.000;0.264;0.002;0.000;0.000;0.000
Derby South;Baggy Shanker;8;Derbyshire;72952;1764;17336;328;13293;1533;0;4294;0;0.033;0.647;0.000;0.301;0.018;0.000;0.000;0.000
Derbyshire Dales;Unknown (Reform gain from LAB);8;Derbyshire;73317;14709;14445;3619;15195;2997;0;3297;0;0.345;0.302;0.001;0.350;0.001;0.000;0.000;0.000
Derbyshire Mid;Jonathan Peter Tom Davies;8;Derbyshire;69281;13846;14122;2456;13999;3580;0;2796;0;0.314;0.354;0.000;0.332;0.000;0.000;0.000;0.000
Derbyshire North East;Unknown (Reform gain from LAB);8;Derbyshire;73139;12576;13173;2133;14177;3239;0;4187;0;0.263;0.309;0.000;0.427;0.000;0.000;0.000;0.000
Derbyshire South;Samantha Niblett;8;Derbyshire;73714;10077;12715;2270;12493;4268;0;4473;0;0.162;0.437;0.000;0.396;0.005;0.000;0.000;0.000
Devon Central;Mel Stride;10;Devon;75385;14247;11608;8370;13436;4686;0;2930;0;0.464;0.174;0.061;0.297;0.003;0.000;0.000;0.000
Devon North;Ian Roome;10;Devon;79079;12306;4246;18410;12296;3435;0;2658;0;0.131;0.001;0.735;0.132;0.001;0.000;0.000;0.000
Devon South;Caroline Voaden;10;Devon;70755;15032;3509;20119;9270;2354;0;1955;0;0.203;0.001;0.737;0.058;0.000;0.000;0.000;0.000
Devon South West;Rebecca Smith;10;Devon;77600;14916;11030;5909;14275;4736;0;3602;0;0.505;0.156;0.019;0.313;0.006;0.000;0.000;0.000
Dewsbury and Batley;Unknown (LAB gain from MIN);5;West Yorkshire;71685;4117;10270;1306;7600;4436;0;6181;0;0.069;0.534;0.002;0.251;0.061;0.000;0.075;0.006
Didcot and Wantage;Olly Glover;12;Oxfordshire;80689;12460;6709;19302;9694;5102;0;2761;0;0.114;0.006;0.830;0.047;0.002;0.000;0.000;0.000
Doncaster Central;Unknown (Reform gain from LAB);5;South Yorkshire;74678;2708;16738;487;17316;1027;0;4158;0;0.030;0.452;0.000;0.518;0.000;0.000;0.000;0.000
Doncaster East and the Isle of Axholme;Unknown (Reform gain from LAB);5;South Yorkshire;70154;12006;10477;1863;14749;2499;0;3421;0;0.311;0.149;0.000;0.539;0.000;0.000;0.000;0.000
Doncaster North;Ed Miliband;5;South Yorkshire;69759;5153;14240;1307;12452;1929;0;2453;0;0.114;0.540;0.001;0.342;0.003;0.000;0.000;0.000
Dorking and Horley;Chris Coghlan;12;Surrey;71850;15065;3941;19411;9517;2934;0;2519;0;0.218;0.001;0.702;0.077;0.001;0.000;0.000;0.000
Dorset Mid and North Poole;Vikki Slade;10;Dorset;75294;20447;1045;23358;5646;1025;0;2346;0;0.365;0.001;0.590;0.043;0.000;0.000;0.000;0.000
Dorset North;Simon Hoare;10;Dorset;72690;16624;5081;11935;14135;3286;0;2434;0;0.609;0.001;0.147;0.242;0.000;0.000;0.000;0.000
Dorset South;Unknown (Reform gain from LAB);10;Dorset;75924;11536;10214;7500;16239;3150;0;3121;0;0.249;0.117;0.026;0.606;0.000;0.000;0.000;0.000
Dorset West;Edward Morello;10;Dorset;75998;20011;996;26924;5235;1037;0;1889;0;0.210;0.000;0.773;0.017;0.000;0.000;0.000;0.000
Dover and Deal;Unknown (Reform gain from LAB);12;Kent;76406;4615;18525;1576;21394;1782;0;3883;0;0.047;0.349;0.003;0.600;0.000;0.000;0.000;0.000
Droitwich and Evesham;Nigel Huddleston;7;Hereford and Worcestershire;76624;24059;4802;2529;17161;2829;0;2775;0;0.729;0.020;0.000;0.248;0.002;0.000;0.000;0.000
Dudley;Unknown (Reform gain from LAB);7;Black Country;70151;7977;7744;2311;13184;3385;0;4037;0;0.154;0.117;0.000;0.728;0.000;0.000;0.000;0.000
Dulwich and West Norwood;Helen Hayes;11;Lambeth;74265;3760;18732;3459;4167;16365;0;2033;0;0.000;0.641;0.000;0.000;0.358;0.000;0.000;0.000
