Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;UKIP chance;Green chance;NAT chance;MIN chance;OTH chance
Ceredigion Preseli;Ben Lake;6;Dyfed;75690;4663;4626;5287;10281;1564;20391;933;0;0.002;0.002;0.002;0.062;0.000;0.930;0.000;0.000
Clwyd East;Unknown (Reform gain from LAB);6;Clwyd;76637;9861;13522;3498;14205;1771;4533;0;494;0.096;0.402;0.000;0.497;0.000;0.004;0.000;0.000
Clwyd North;Unknown (Reform gain from LAB);6;Clwyd;75027;9256;10504;2970;13740;1580;3898;0;255;0.120;0.240;0.000;0.635;0.000;0.004;0.000;0.000
Dwyfor Meirionnydd;Liz Saville Roberts;6;Gwynedd;73042;3488;4421;2686;11276;1580;18293;0;554;0.000;0.001;0.000;0.121;0.000;0.877;0.000;0.000
Gower;Tonia Antoniazzi;6;West Glamorgan;76123;7885;14159;3729;13116;2105;6756;0;441;0.058;0.524;0.002;0.390;0.000;0.025;0.000;0.000
Llanelli;Unknown (Reform gain from LAB);6;Dyfed;71536;3952;8359;2406;15452;1224;10113;0;596;0.002;0.072;0.000;0.786;0.000;0.139;0.000;0.000
Merthyr Tydfil and Aberdare;Unknown (Reform gain from LAB);6;Mid Glamorgan;74460;2302;9551;2464;14950;1727;5563;684;413;0.002;0.151;0.000;0.833;0.000;0.014;0.000;0.000
Monmouthshire;Catherine Fookes;6;Gwent;74823;13059;15947;4107;11729;2142;3090;0;527;0.261;0.553;0.000;0.184;0.000;0.001;0.000;0.000
Montgomeryshire and Glyndwr;Unknown (Reform gain from LAB);6;Powys;74039;5906;9553;5475;14772;1709;5895;0;293;0.022;0.148;0.011;0.795;0.000;0.023;0.000;0.000
Neath and Swansea East;Unknown (Reform gain from LAB);6;West Glamorgan;76291;3029;10466;3288;16642;2048;6309;0;369;0.000;0.142;0.001;0.842;0.000;0.014;0.000;0.000
Newport East;Unknown (Reform gain from LAB);6;Gwent;76845;5638;10506;3138;13111;1848;4926;0;1035;0.022;0.309;0.001;0.652;0.000;0.015;0.000;0.000
Newport West and Islwyn;Unknown (Reform gain from LAB);6;Gwent;75781;5974;11601;3262;13777;1853;6063;0;933;0.028;0.330;0.000;0.611;0.000;0.029;0.000;0.000
Pembrokeshire Mid and South;Unknown (Reform gain from LAB);6;Dyfed;79031;10101;11832;3626;15198;1718;4066;0;522;0.112;0.272;0.001;0.611;0.000;0.004;0.000;0.000
Pontypridd;Unknown (Reform gain from LAB);6;Mid Glamorgan;75951;3103;10293;3285;14741;2228;6169;0;1454;0.002;0.218;0.003;0.747;0.000;0.029;0.000;0.000
Rhondda and Ogmore;Unknown (Reform gain from LAB);6;Mid Glamorgan;74493;1856;10031;2249;15789;1882;5768;0;371;0.000;0.137;0.000;0.851;0.000;0.011;0.000;0.000
Swansea West;Unknown (Reform gain from LAB);6;West Glamorgan;74236;2873;8972;4357;12933;2540;5583;0;480;0.004;0.202;0.006;0.758;0.000;0.028;0.000;0.000
Torfaen;Unknown (Reform gain from LAB);6;Gwent;71738;5043;9836;2596;13228;1511;4968;0;691;0.017;0.256;0.000;0.711;0.000;0.015;0.000;0.000
Vale of Glamorgan;Kanishka Narayan;6;South Glamorgan;74374;9924;13083;3390;12699;1993;4255;0;566;0.153;0.436;0.001;0.404;0.000;0.005;0.000;0.000
Wrexham;Unknown (Reform gain from LAB);6;Clwyd;70269;7140;11218;3016;12807;1528;4584;0;426;0.049;0.361;0.002;0.578;0.000;0.009;0.000;0.000
Ynys Mon (Anglesey);Llinos Medi;6;Gwynedd;53141;7570;5256;1571;7771;714;10391;0;318;0.173;0.048;0.000;0.203;0.000;0.575;0.000;0.000
Aberdeen North;Kirsty Blackman;2;Grampian;75925;4395;6342;2846;9690;3637;14884;0;1372;0.007;0.038;0.003;0.166;0.004;0.782;0.000;0.000
Aberdeen South;Stephen Flynn;2;Grampian;77328;9849;4402;3226;9595;4160;15668;0;923;0.123;0.012;0.002;0.117;0.004;0.741;0.000;0.000
Aberdeenshire North and Moray East;Seamus Logan;2;Grampian;70058;11105;106;2893;9340;1102;13458;0;319;0.247;0.000;0.000;0.150;0.000;0.603;0.000;0.000
Aberdeenshire West and Kincardine;Andrew Campbell Bowie;2;Grampian;72994;15323;731;6394;8652;2749;13712;0;610;0.548;0.000;0.013;0.075;0.001;0.362;0.000;0.000
Airdrie and Shotts;Kenneth Stevenson;2;Glasgow area;70199;1135;13222;894;7718;1792;11540;0;1163;0.000;0.572;0.000;0.069;0.000;0.359;0.000;0.000
Alloa and Grangemouth;Unknown (NAT gain from LAB);2;Central;70680;2062;11527;1339;9246;3548;11974;285;1484;0.000;0.383;0.000;0.159;0.003;0.454;0.000;0.000
Angus and Perthshire Glens;Dave Doogan;2;Tayside;76668;12747;1000;3392;8811;1931;19505;0;980;0.149;0.000;0.001;0.035;0.000;0.814;0.000;0.000
Arbroath and Broughty Ferry;Stephen Patrick Gethins;2;Tayside;76149;5335;8032;2526;10020;2420;16064;0;1128;0.008;0.067;0.000;0.150;0.000;0.774;0.000;0.000
Argyll, Bute and South Lochaber;Brendan O'Hara;2;Argyll and Bute;71756;7787;1873;7690;9022;2347;15822;0;1120;0.056;0.001;0.040;0.113;0.000;0.789;0.000;0.000
Ayr, Carrick and Cumnock;Unknown (NAT gain from LAB);2;Ayrshire and Lanark;70340;7853;8632;1289;9181;3089;10986;0;737;0.112;0.195;0.000;0.223;0.002;0.467;0.000;0.000
Ayrshire Central;Alan Gemmell;2;Ayrshire and Lanark;69413;4630;11601;1182;9096;3253;11351;0;775;0.014;0.427;0.000;0.169;0.003;0.386;0.000;0.000
Ayrshire North and Arran;Unknown (NAT gain from LAB);2;Ayrshire and Lanark;72176;4406;10229;1208;9177;3582;13425;0;744;0.010;0.235;0.001;0.130;0.001;0.622;0.000;0.000
Bathgate and Linlithgow;Kirsteen Sullivan;2;Edinburgh area;72185;2084;13164;2374;9019;3491;11565;0;844;0.002;0.516;0.001;0.128;0.001;0.351;0.000;0.000
Berwickshire, Roxburgh and Selkirk;John Lamont;2;Borders;76438;16944;796;3803;8406;3250;12107;0;803;0.740;0.000;0.000;0.048;0.001;0.210;0.000;0.000
Caithness, Sutherland and Easter Ross;Jamie Stone;2;Highland;74627;1225;73;22948;6552;2587;12037;0;880;0.000;0.000;0.942;0.006;0.000;0.051;0.000;0.000
Coatbridge and Bellshill;Frank McNally;2;Glasgow area;72667;917;13214;833;7372;3028;13074;0;800;0.000;0.493;0.000;0.038;0.001;0.468;0.000;0.000
Cowdenbeath and Kirkcaldy;Melanie Ward;2;Fife;71845;2124;12263;1791;8573;3678;11536;0;1336;0.001;0.476;0.001;0.124;0.003;0.394;0.000;0.000
Cumbernauld and Kirkintilloch;Unknown (NAT gain from LAB);2;Glasgow area;70350;1284;12074;1468;8182;3573;14477;0;347;0.000;0.319;0.000;0.059;0.000;0.620;0.000;0.000
Dumfries and Galloway;Unknown (NAT gain from CON);2;Dumfries and Galloway;78541;11720;4626;2279;10229;3581;12493;0;567;0.344;0.011;0.001;0.202;0.002;0.440;0.000;0.000
Dumfriesshire, Clydesdale and Tweeddale;David Mundell;2;Dumfries and Galloway;71900;13176;3264;2960;9468;3715;10607;0;532;0.573;0.004;0.001;0.158;0.003;0.260;0.000;0.000
Dunbartonshire Mid;Susan Murray;2;Glasgow area;73596;1598;2848;22439;8238;4077;12513;0;757;0.000;0.000;0.887;0.014;0.001;0.098;0.000;0.000
Dunbartonshire West;Unknown (NAT gain from LAB);2;Glasgow area;69074;969;12976;996;7548;3288;13300;0;632;0.000;0.453;0.000;0.043;0.001;0.503;0.000;0.000
Dundee Central;Chris Law;2;Tayside;74221;1059;8972;2640;7394;1951;15951;237;1803;0.000;0.100;0.000;0.043;0.000;0.856;0.000;0.000
Dunfermline and Dollar;Graeme Downie;2;Fife;72824;2167;13240;3379;8612;4272;12116;0;898;0.001;0.512;0.004;0.106;0.003;0.373;0.000;0.000
East Kilbride and Strathaven;Joani Reid;2;Ayrshire and Lanark;76415;2332;15209;1275;9409;4112;13655;0;865;0.002;0.539;0.000;0.071;0.003;0.383;0.000;0.000
Edinburgh East and Musselburgh;Unknown (NAT gain from LAB);2;Edinburgh area;76188;1758;11910;2201;7974;7012;15521;0;685;0.000;0.273;0.000;0.056;0.017;0.652;0.000;0.000
Edinburgh North and Leith;Unknown (NAT gain from LAB);2;Edinburgh area;78411;2176;13182;4166;8200;7958;13777;0;1029;0.001;0.398;0.005;0.072;0.058;0.465;0.000;0.000
Edinburgh South;Ian Murray;2;Edinburgh area;70839;2632;17449;2964;8111;6703;7760;0;1392;0.001;0.860;0.000;0.065;0.020;0.053;0.000;0.000
Edinburgh South West;Unknown (NAT gain from LAB);2;Edinburgh area;73784;3953;11766;3322;8460;6025;12848;0;772;0.008;0.382;0.004;0.099;0.023;0.482;0.000;0.000
Edinburgh West;Christine Anne Jardine;2;Edinburgh area;76490;1873;1205;26456;7555;3894;9942;0;856;0.000;0.000;0.977;0.005;0.001;0.017;0.000;0.000
Falkirk;Unknown (NAT gain from LAB);2;Central;73584;2374;11690;1295;9086;3940;13510;0;1294;0.000;0.317;0.001;0.121;0.003;0.557;0.000;0.000
Fife North East;Wendy Chamberlain;2;Fife;69762;1112;87;23910;5582;2578;9951;0;314;0.000;0.000;0.977;0.002;0.000;0.021;0.000;0.000
Glasgow East;Unknown (NAT gain from LAB);2;Glasgow area;68988;1123;9918;1017;6723;4385;11771;0;656;0.000;0.320;0.000;0.067;0.010;0.602;0.000;0.000
Glasgow North;Unknown (NAT gain from LAB);2;Glasgow area;67579;924;9417;1321;6028;6013;11438;0;748;0.000;0.301;0.001;0.045;0.035;0.618;0.000;0.000
Glasgow North East;Unknown (NAT gain from LAB);2;Glasgow area;72610;798;10483;750;6605;4176;11294;0;1026;0.000;0.427;0.000;0.055;0.006;0.511;0.000;0.000
Glasgow South;Unknown (NAT gain from LAB);2;Glasgow area;70219;1029;10626;1441;6651;7289;13094;0;1020;0.000;0.288;0.000;0.044;0.052;0.615;0.000;0.000
Glasgow South West;Unknown (NAT gain from LAB);2;Glasgow area;68871;935;10133;1129;6713;4476;12572;0;730;0.000;0.304;0.001;0.049;0.007;0.638;0.000;0.000
Glasgow West;Patricia Ferguson;2;Glasgow area;69028;1135;12299;1482;6963;5509;12217;0;575;0.000;0.478;0.000;0.042;0.012;0.467;0.000;0.000
Glenrothes and Mid Fife;Unknown (NAT gain from LAB);2;Fife;70655;1333;10531;1801;8172;1700;13412;0;315;0.000;0.282;0.000;0.088;0.000;0.629;0.000;0.000
Gordon and Buchan;Unknown (NAT gain from CON);2;Grampian;69605;12619;219;7346;8183;1300;13344;0;361;0.412;0.000;0.028;0.087;0.000;0.473;0.000;0.000
Hamilton and Clyde Valley;Imogen Walker;2;Ayrshire and Lanark;75480;3099;14455;1723;9065;2191;11743;0;478;0.000;0.623;0.000;0.089;0.000;0.287;0.000;0.000
Inverclyde and Renfrewshire West;Unknown (NAT gain from LAB);2;Glasgow area;70124;1891;12548;1442;7743;3210;12641;0;1192;0.000;0.447;0.000;0.066;0.001;0.485;0.000;0.000
Inverness, Skye and West Ross-shire;Angus MacDonald;2;Highland;77927;1658;723;18486;7621;3500;16072;0;519;0.000;0.000;0.613;0.016;0.000;0.371;0.000;0.000
Kilmarnock and Loudoun;Unknown (NAT gain from LAB);2;Ayrshire and Lanark;74628;2326;12335;1036;9009;3353;14017;0;685;0.000;0.357;0.000;0.080;0.001;0.560;0.000;0.000
Livingston;Unknown (NAT gain from LAB);2;Edinburgh area;78043;2306;11350;2245;9832;3952;14985;0;816;0.000;0.226;0.001;0.142;0.000;0.630;0.000;0.000
Lothian East;Douglas Alexander;2;Edinburgh area;75456;3737;15905;2883;9609;5040;10367;0;867;0.005;0.705;0.001;0.118;0.007;0.163;0.000;0.000
Midlothian;Kirsty McNeill;2;Edinburgh area;73916;2155;14550;2806;9004;2152;13468;0;592;0.000;0.514;0.001;0.070;0.000;0.415;0.000;0.000
Moray West, Nairn and Strathspey;Graham Leadbitter;2;Grampian;77072;12053;1613;3926;9138;3820;14744;0;709;0.293;0.001;0.003;0.092;0.002;0.608;0.000;0.000
Motherwell, Wishaw and Carluke;Pamela Nash;2;Glasgow area;71777;1599;13017;991;7972;3077;12191;0;599;0.000;0.503;0.000;0.083;0.001;0.412;0.000;0.000
Na h-Eileanan An Iar (Western Isles);Torcuil Crichton;2;Western Isles;21235;423;4504;443;2488;725;2841;0;2084;0.000;0.718;0.000;0.088;0.002;0.165;0.000;0.027
Orkney and Shetland;Alistair Carmichael;2;Orkney and Shetland;34236;385;32;11442;2884;2406;3455;0;114;0.000;0.000;0.993;0.003;0.000;0.004;0.000;0.000
Paisley and Renfrewshire North;Unknown (NAT gain from LAB);2;Glasgow area;71103;1746;12918;1544;8400;3411;13232;0;358;0.000;0.455;0.000;0.065;0.000;0.478;0.000;0.000
Paisley and Renfrewshire South;Unknown (NAT gain from LAB);2;Glasgow area;71574;1478;13157;1505;8182;3708;13235;0;692;0.000;0.472;0.000;0.065;0.002;0.459;0.000;0.000
Perth and Kinross-shire;Pete Wishart;2;Tayside;77261;13113;1843;3950;9385;2448;19190;0;959;0.173;0.000;0.001;0.045;0.000;0.781;0.000;0.000
Renfrewshire East;Blair McDougall;2;Glasgow area;73380;6669;14071;1396;9310;4262;13675;0;1434;0.027;0.473;0.000;0.091;0.004;0.403;0.000;0.000
Rutherglen;Michael Shanks;2;Ayrshire and Lanark;72674;1596;14694;1906;8170;2114;12749;0;1533;0.000;0.593;0.000;0.068;0.000;0.338;0.000;0.000
Stirling and Strathallan;Unknown (NAT gain from LAB);2;Central;76284;7704;9165;2791;9836;4943;15693;0;443;0.038;0.115;0.001;0.130;0.006;0.709;0.000;0.000
Antrim East;Sammy Wilson;1;Antrim;73302;9497;886;11479;10142;4102;2969;0;599;0.217;0.001;0.475;0.296;0.003;0.007;0.000;0.000
Antrim North;Jim Allister;1;Antrim;74697;3926;1650;11212;4474;11608;7690;0;624;0.008;0.001;0.420;0.013;0.446;0.111;0.000;0.000
Antrim South;Robin Swann;1;Antrim;77058;16333;1579;8816;4559;2671;8009;0;941;0.847;0.000;0.086;0.007;0.000;0.058;0.000;0.000
Belfast East;Gavin Robinson;1;Antrim;72917;1829;615;19902;17203;1902;0;0;1255;0.000;0.000;0.674;0.326;0.000;0.000;0.000;0.000
Belfast North;John Finucane;1;Antrim;74240;21;1404;12079;4260;2853;17651;0;2184;0.000;0.000;0.194;0.001;0.000;0.804;0.000;0.000
Belfast South and Mid Down;Claire Hanna;1;Antrim;74749;2672;21317;6874;8824;2200;0;0;1605;0.000;0.974;0.008;0.017;0.000;0.000;0.000;0.000
Belfast West;Paul Maskey;1;Antrim;75346;482;4293;4321;1073;1993;20986;5048;1547;0.000;0.002;0.004;0.000;0.000;0.993;0.000;0.000
Down North;Alex Easton;1;Down;73885;6760;653;5;13593;0;0;20913;1373;0.027;0.002;0.006;0.259;0.000;0.008;0.697;0.000
Down South;Chris Hazzard;1;Down;76248;1436;10389;7369;3176;1877;19672;0;1324;0.000;0.062;0.023;0.000;0.000;0.914;0.000;0.000
Fermanagh and South Tyrone;Pat Cullen;1;Fermanagh;77828;20289;2371;13;2412;0;24815;0;1177;0.303;0.000;0.000;0.000;0.000;0.697;0.000;0.000
Foyle;Colum Eastwood;1;Londonderry;73496;1438;15623;3927;1264;0;11459;0;4648;0.000;0.770;0.006;0.000;0.000;0.220;0.000;0.002
Lagan Valley;Sorcha-Lucy Eastwood;1;Down;82201;11170;1021;15669;18601;2168;0;0;452;0.059;0.000;0.319;0.622;0.000;0.000;0.000;0.000
Londonderry East;Gregory Campbell;1;Londonderry;75707;3442;5234;11529;3721;4329;11303;0;1719;0.008;0.025;0.506;0.013;0.010;0.436;0.000;0.002
Newry and Armagh;Dáire Hughes;1;Down;78244;3205;6777;5924;2683;4065;22273;0;1016;0.000;0.003;0.008;0.000;0.001;0.986;0.000;0.000
Strangford;Jim Shannon;1;Down;74525;3961;1772;15575;10414;3117;2777;0;1292;0.002;0.000;0.827;0.167;0.000;0.003;0.000;0.000
Tyrone West;Órfhlaith Begley;1;Fermanagh;74269;2708;5793;6814;2279;2509;22686;0;906;0.000;0.003;0.004;0.000;0.000;0.993;0.000;0.000
Ulster Mid;Cathal Mallaghan;1;Tyrone;74000;2294;3698;9182;1994;2954;24059;0;1265;0.000;0.000;0.012;0.000;0.000;0.987;0.000;0.000
Upper Bann;Carla Lockhart;1;Armagh;81249;3678;1486;21655;6305;0;14209;0;24;0.000;0.000;0.864;0.001;0.000;0.134;0.000;0.000
